id,mouse3.num,mouse3.neg.score,mouse3.neg.p.value,mouse3.neg.fdr,mouse3.neg.rank,mouse3.neg.goodsgrna,mouse3.neg.lfc,mouse4.noLmnb2_1.num,mouse4.noLmnb2_1.neg.score,mouse4.noLmnb2_1.neg.p.value,mouse4.noLmnb2_1.neg.fdr,mouse4.noLmnb2_1.neg.rank,mouse4.noLmnb2_1.neg.goodsgrna,mouse4.noLmnb2_1.neg.lfc,mouse7.num,mouse7.neg.score,mouse7.neg.p.value,mouse7.neg.fdr,mouse7.neg.rank,mouse7.neg.goodsgrna,mouse7.neg.lfc,mouse8.num,mouse8.neg.score,mouse8.neg.p.value,mouse8.neg.fdr,mouse8.neg.rank,mouse8.neg.goodsgrna,mouse8.neg.lfc,mean.sgrnas,median.lfc.all,p.wilcox,p.wilcox.bh
Mapk4,5,0.86384,0.77128,0.955823,10576,0,0.18495,5,0.14852,0.18507,0.950762,2313,1,0.047649,5,0.95165,0.9108,0.983381,12218,0,0.46198,5,0.7709,0.64651,0.930684,9075,0,0.34406,5,0.264505,0.013746383,0.131091858
Slc30a1,5,0.98932,0.97346,0.992044,12960,0,0.4242,5,0.74314,0.68072,0.950762,9389,0,0.20016,5,0.99562,0.98954,0.997032,13109,0,0.21932,5,0.98284,0.956,0.982093,12857,0,0.30855,5,0.263935,0.002740622,0.05086412
Mtrr,5,0.98826,0.97093,0.990961,12942,0,0.19236,5,0.9575,0.92932,0.978446,12543,0,0.25615,5,0.93599,0.8852,0.977641,11960,0,0.27046,5,0.99738,0.99102,0.996526,13132,0,0.34682,5,0.263305,0.002949968,0.052652933
Ccr1,5,0.98637,0.96677,0.989291,12903,0,0.15573,5,0.86799,0.81781,0.964866,11185,0,0.48331,5,0.67552,0.58034,0.962198,7635,0,0.2732,5,0.97683,0.94254,0.978231,12727,0,0.25281,5,0.263005,0.003576624,0.056984378
Rabep1,5,0.99779,0.9935,0.99796,13150,0,0.24371,5,0.42553,0.3908,0.950762,5064,1,0.47195,5,0.90304,0.84075,0.972257,11369,0,0.28216,5,0.6224,0.50088,0.930684,6681,0,0.024395,5,0.262935,0.014741718,0.137662074
Pkib,5,0.30795,0.28023,0.955823,2191,0,0.057576,5,0.81265,0.75701,0.959295,10405,0,0.26261,5,0.85013,0.76705,0.964761,10501,0,0.38526,5,0.90761,0.82458,0.947944,11475,0,0.26267,5,0.26264,0.010593557,0.109999762
Tagln,5,0.99961,0.99872,1,13189,0,0.29728,5,0.63936,0.578,0.950762,7888,0,0.22783,5,0.63583,0.53807,0.962198,6993,0,-0.01319,5,0.62259,0.50088,0.930684,6685,0,0.3028,5,0.262555,0.026342996,0.196464312
Phf7,5,0.99497,0.98618,0.99644,13073,0,0.16664,5,0.41487,0.38257,0.950762,4946,1,0.33454,5,0.98458,0.96561,0.991431,12862,0,0.26239,5,0.99828,0.99386,0.997711,13158,0,0.26128,5,0.261835,0.003712601,0.058376225
Pacs2,5,0.68742,0.56923,0.955823,7532,0,0.35304,5,0.34823,0.32655,0.950762,4151,1,-0.485,5,0.65738,0.56143,0.962198,7329,0,0.30893,5,0.84054,0.72741,0.93447,10260,0,0.21413,5,0.26153,0.119842575,0.436083687
Usb1,5,0.96544,0.92649,0.980949,12474,0,0.070386,5,0.054784,0.099844,0.950762,1298,2,0.33878,5,0.80983,0.71776,0.963396,9816,0,0.32083,5,0.71191,0.58461,0.930684,8126,0,0.20173,5,0.26128,0.01101344,0.112589412
Cdh3,5,0.8358,0.73067,0.955823,10075,0,0.4158,5,0.67087,0.61283,0.950762,8335,0,0.27668,5,0.96721,0.93589,0.986732,12525,0,0.24544,5,0.95468,0.9007,0.967048,12300,0,0.013088,5,0.26106,0.017308096,0.152403551
Ogfr,5,0.99846,0.99523,0.999167,13157,0,0.32804,5,0.97179,0.95023,0.983891,12752,0,0.2304,5,0.94624,0.90266,0.983381,12122,0,0.29036,5,0.78659,0.65977,0.930684,9349,0,0.037261,5,0.26038,0.014902277,0.13861217
Tmem29,5,0.98205,0.95791,0.987707,12809,0,0.1731,5,0.99948,0.99881,0.999783,13195,0,0.62372,5,0.90024,0.83635,0.972257,11328,0,0.34633,5,0.54068,0.42912,0.930684,5484,0,-0.0094239,5,0.259715,0.026158204,0.195889713
Slc9a6,5,0.98883,0.9721,0.99162,12949,0,0.27188,5,0.45375,0.42021,0.950762,5427,0,0.31302,5,0.99126,0.97975,0.993742,13018,0,0.2463,5,0.32787,0.2659,0.930684,2711,0,0.10933,5,0.25909,0.006885477,0.084363056
Gcdh,5,0.80719,0.69486,0.955823,9542,0,0.19915,5,0.9145,0.87531,0.970202,11875,0,0.30833,5,0.81247,0.72046,0.963396,9862,0,0.20957,5,0.82824,0.71339,0.93447,10043,0,0.35099,5,0.25895,0.003158016,0.05437037
Zbtb1,5,0.3264,0.29165,0.955823,2385,0,-0.2624,5,0.29184,0.28155,0.950762,3557,1,0.44385,5,0.95949,0.92303,0.985268,12364,0,0.28354,5,0.70657,0.58016,0.930684,8040,0,0.2341,5,0.25882,0.087077275,0.377838347
Kdm6a,5,0.77508,0.65908,0.955823,8981,0,0.21352,5,0.56096,0.50886,0.950762,6819,0,0.30316,5,0.64849,0.5536,0.962198,7184,0,-0.055531,5,0.99303,0.97841,0.990639,13046,0,0.35669,5,0.25834,0.036921855,0.237537193
Mfsd10,5,0.43884,0.37059,0.955823,3789,0,0.030148,5,0.91257,0.87248,0.970202,11846,0,0.59729,5,0.88663,0.8154,0.970288,11093,0,0.24764,5,0.97037,0.92975,0.97447,12601,0,0.26887,5,0.258255,0.013833372,0.131636297
Mid2,5,0.5234,0.4374,0.955823,5007,0,0.23097,5,0.99613,0.99197,0.99747,13135,0,0.2953,5,0.68522,0.58984,0.962198,7789,0,0.14277,5,0.89172,0.79932,0.944934,11172,0,0.2844,5,0.257685,0.005363701,0.072585821
Slf1,5,0.42699,0.36243,0.955823,3617,0,-0.044196,5,0.86405,0.81435,0.964866,11135,0,0.37098,5,0.69516,0.59913,0.962198,7943,0,0.21301,5,0.50782,0.39973,0.930684,5027,0,0.29947,5,0.25624,0.033465148,0.224141824
Casp2,5,0.95355,0.90323,0.974082,12249,0,0.25663,5,0.64413,0.58461,0.950762,7962,0,0.11622,5,0.9535,0.91306,0.983381,12258,0,0.25471,5,0.49458,0.38876,0.930684,4824,0,0.31159,5,0.25567,0.006582053,0.081892836
Zscan2,5,0.65263,0.53856,0.955823,6977,0,0.21734,5,0.49103,0.45367,0.950762,5900,0,0.42792,5,0.95041,0.90877,0.983381,12201,0,0.2935,5,0.82666,0.7118,0.93447,10008,0,0.15901,5,0.25542,0.003988369,0.060759368
Sftpa1,5,0.96471,0.92519,0.980653,12461,0,0.16877,5,0.90118,0.85934,0.970202,11671,0,0.34847,5,0.8176,0.72646,0.963396,9953,0,0.045811,5,0.41086,0.31792,0.930684,3720,0,0.3416,5,0.255185,0.017076185,0.151025911
Zfp384,5,0.90506,0.82372,0.960249,11328,0,-0.0066992,5,0.46007,0.4278,0.950762,5514,0,0.309,5,0.63923,0.54307,0.962198,7039,0,0.19978,5,0.98806,0.9671,0.987181,12938,0,0.31294,5,0.25439,0.027098038,0.199282228
Atg7,5,0.47519,0.39657,0.955823,4321,0,-0.050797,5,0.99467,0.98912,0.996348,13112,0,0.32252,5,0.82393,0.73405,0.963745,10054,0,0.1817,5,0.99679,0.98914,0.996188,13114,0,0.35472,5,0.25211,0.040650727,0.250660507
Smarca4,5,0.40271,0.34246,0.955823,3298,0,0.36924,5,0.19465,0.21583,0.950762,2684,1,0.1744,5,0.87074,0.79679,0.966587,10834,0,0.18058,5,0.68513,0.55867,0.930684,7711,0,0.32281,5,0.251695,0.004388822,0.064408398
Atp6v0a1,5,0.94063,0.88144,0.969259,11987,0,0.16813,5,0.72352,0.65975,0.950762,9092,0,0.45112,5,0.96891,0.93913,0.987824,12556,0,0.24485,5,0.99393,0.98088,0.991916,13062,0,0.25756,5,0.251205,0.003555838,0.056793175
Tuba8,5,0.98401,0.9615,0.988423,12848,0,0.28574,5,0.53358,0.48626,0.950762,6464,0,-0.2109,5,0.8952,0.82804,0.972257,11246,0,0.21625,5,0.72117,0.59534,0.930684,8275,0,0.32178,5,0.250995,0.089293353,0.381841683
Stx17,5,0.53206,0.44638,0.955823,5125,0,0.12671,5,0.71763,0.6555,0.950762,9008,0,0.54644,5,0.99546,0.98921,0.997032,13104,0,0.37484,5,0.83136,0.71675,0.93447,10102,0,-0.16326,5,0.250775,0.09909806,0.400761536
Elovl7,5,0.90123,0.81749,0.959109,11256,0,0.25417,5,0.9472,0.91271,0.973353,12386,0,0.17117,5,0.96092,0.92556,0.985268,12391,0,0.26091,5,0.98286,0.956,0.982093,12858,0,0.24711,5,0.25064,0.004755871,0.067039003
Clec9a,5,0.9996,0.99871,1,13188,0,0.29369,5,0.99817,0.99609,0.999172,13168,0,0.50908,5,0.78894,0.69428,0.963396,9485,0,0.20694,5,0.95343,0.89843,0.966003,12285,0,0.12809,5,0.250315,0.005497197,0.073521635
Kcnk5,5,0.99198,0.9793,0.994205,13008,0,0.16861,5,0.33599,0.31719,0.950762,4003,1,0.07443,5,0.99683,0.99239,0.998595,13124,0,0.33159,5,0.97061,0.93006,0.97447,12606,0,0.33861,5,0.2501,0.012880142,0.125365448
Tyk2,5,0.99221,0.98003,0.994413,13018,0,0.266,5,0.26446,0.25731,0.950762,3328,1,0.23419,5,0.90725,0.84548,0.972257,11458,0,0.30543,5,0.20726,0.18703,0.930684,1603,1,-0.14187,5,0.250095,0.069321543,0.337113009
Lin37,5,0.95611,0.9085,0.975537,12296,0,0.18264,5,0.61562,0.55731,0.950762,7564,0,0.3933,5,0.94774,0.90506,0.983381,12149,0,0.09925,5,0.99958,0.99815,0.999573,13189,0,0.31742,5,0.25003,0.008695423,0.096593061
Gng2,5,0.43082,0.36415,0.955823,3674,0,0.23798,5,0.86773,0.81781,0.964866,11182,0,0.26203,5,0.98966,0.97631,0.993381,12977,0,0.28816,5,0.91464,0.83402,0.949186,11605,0,-0.068148,5,0.250005,0.045371301,0.267383619
Zfp414,5,0.65212,0.53812,0.955823,6969,0,0.12939,5,0.66267,0.60506,0.950762,8228,0,0.36974,5,0.93437,0.88311,0.977381,11927,0,0.11506,5,0.97026,0.92946,0.97447,12596,0,0.46301,5,0.249565,0.010234816,0.1078002
Arhgef3,5,0.88392,0.79557,0.955823,10951,0,0.21635,5,0.56089,0.50886,0.950762,6818,0,-0.1068,5,0.40299,0.3472,0.962198,3674,0,0.3619,5,0.90081,0.81385,0.94693,11350,0,0.28271,5,0.24953,0.054771844,0.293956326
Arfgap2,5,0.52336,0.4374,0.955823,5006,0,0.12734,5,0.21726,0.22923,0.950762,2880,1,0.18171,5,0.95371,0.91317,0.983381,12264,0,0.32241,5,0.44763,0.34788,0.930684,4204,0,0.31703,5,0.24937,0.007278114,0.087231697
Zcchc7,5,0.76869,0.65031,0.955823,8874,0,0.34478,5,0.96857,0.94474,0.981864,12707,0,0.31813,5,0.94568,0.9019,0.983381,12108,0,0.17332,5,0.87337,0.773,0.939554,10833,0,0.18048,5,0.249305,0.004633314,0.065944841
Vcam1,5,0.51725,0.43218,0.955823,4914,0,0.12617,5,0.51683,0.46996,0.950762,6247,0,0.34382,5,0.99038,0.97768,0.993662,12998,0,0.21321,5,0.51877,0.40975,0.930684,5174,0,0.2841,5,0.248655,0.006251693,0.07932305
Usp3,5,0.21646,0.21448,0.955823,1437,1,0.036765,5,0.94412,0.90752,0.970995,12343,0,0.38965,5,0.58696,0.48967,0.962198,6271,0,0.1075,5,0.97832,0.94579,0.979074,12760,0,0.39258,5,0.248575,0.028055153,0.202973638
Hexim2,5,0.92842,0.86031,0.965017,11762,0,0.31444,5,0.44923,0.41588,0.950762,5369,0,0.25785,5,0.77034,0.67275,0.962198,9185,0,0.025297,5,0.78709,0.65977,0.930684,9362,0,0.23919,5,0.24852,0.018397984,0.159240221
Urod,5,0.33337,0.29544,0.955823,2466,0,0.28657,5,0.21273,0.22753,0.950762,2835,1,-0.20711,5,0.55048,0.46001,0.962198,5726,0,0.21044,5,0.99971,0.99868,0.99974,13195,0,0.2993,5,0.248505,0.093553569,0.391559504
Creg1,5,0.88315,0.79397,0.955823,10939,0,0.26879,5,0.53922,0.49165,0.950762,6535,0,0.31356,5,0.80553,0.71355,0.963396,9748,0,0.2274,5,0.84761,0.73586,0.935348,10386,0,0.21419,5,0.248095,0.003120668,0.054091583
Atp8b5,5,0.37422,0.31603,0.955823,2957,0,0.32,5,0.64994,0.59112,0.950762,8042,0,0.20758,5,0.74753,0.64994,0.962198,8802,0,0.28729,5,0.4265,0.33293,0.930684,3923,0,-0.0081284,5,0.247435,0.027259954,0.199650935
Hdac8,5,0.99988,0.99957,1,13197,0,0.26158,5,0.88906,0.84481,0.968343,11503,0,0.20499,5,0.98817,0.9732,0.992821,12947,0,0.26141,5,0.84335,0.73031,0.93447,10313,0,0.23339,5,0.2474,0.003848442,0.059602369
Pkia,5,0.82535,0.71812,0.955823,9861,0,0.26105,5,0.96401,0.93931,0.980823,12645,0,0.30504,5,0.81206,0.72018,0.963396,9853,0,0.14516,5,0.73907,0.61457,0.930684,8564,0,0.2336,5,0.247325,0.005439543,0.073087982
Vps50,5,0.59323,0.49037,0.955823,6054,0,0.25457,5,0.28331,0.27606,0.950762,3484,1,0.1274,5,0.99647,0.9916,0.998472,13118,0,0.34678,5,0.87869,0.77838,0.939554,10928,0,0.23997,5,0.24727,0.005919425,0.076725967
Adamts1,5,0.98551,0.96482,0.989291,12878,0,0.22059,5,0.77952,0.72243,0.959295,9923,0,0.33225,5,0.77817,0.67951,0.962198,9310,0,0.27164,5,0.68966,0.56166,0.930684,7791,0,0.073405,5,0.246115,0.010928505,0.112233705
Sestd1,5,0.70837,0.58958,0.955823,7881,0,0.25065,5,0.45892,0.42513,0.950762,5499,0,0.24153,5,0.38165,0.32932,0.962198,3406,0,0.22527,5,0.259,0.22114,0.930684,1993,1,0.28161,5,0.24609,0.003197126,0.054557674
Ccser2,5,0.89971,0.81446,0.956961,11241,0,0.1416,5,0.85033,0.79844,0.962373,10958,0,0.41719,5,0.64297,0.54796,0.962198,7096,0,0.35026,5,0.65164,0.52847,0.930684,7163,0,-0.080784,5,0.24593,0.061095623,0.313622617
Akap5,5,0.98228,0.95825,0.987707,12815,0,0.21393,5,0.82371,0.76978,0.960285,10555,0,0.50641,5,0.51616,0.43559,0.962198,5238,0,-0.028712,5,0.87616,0.77495,0.939554,10887,0,0.2772,5,0.245565,0.028584414,0.20518638
Rmnd1,5,0.81372,0.70019,0.955823,9659,0,0.22817,5,0.67158,0.6136,0.950762,8344,0,0.25701,5,0.80098,0.708,0.963396,9670,0,0.34432,5,0.61804,0.49847,0.930684,6614,0,0.23412,5,0.245565,0.002745929,0.05086412
Pygo1,5,0.83579,0.73067,0.955823,10074,0,-0.07389,5,0.33774,0.31827,0.950762,4024,1,0.3901,5,0.68083,0.58572,0.962198,7720,0,0.16644,5,0.55305,0.4412,0.930684,5659,0,0.324,5,0.24522,0.051506494,0.284892678
Snd1,5,0.96658,0.92806,0.981011,12495,0,0.2376,5,0.64583,0.58501,0.950762,7987,0,0.33314,5,0.46851,0.40044,0.962198,4540,0,0.25235,5,0.95482,0.90094,0.967048,12304,0,0.072811,5,0.244975,0.010849757,0.11169415
Fgf2,5,0.77094,0.65386,0.955823,8910,0,0.28363,5,0.68544,0.62864,0.950762,8532,0,-0.11095,5,0.70881,0.61268,0.962198,8165,0,0.27504,5,0.82768,0.71305,0.93447,10028,0,0.21431,5,0.244675,0.064898906,0.324077409
Purg,5,0.96627,0.92796,0.981011,12491,0,0.25252,5,0.75896,0.69452,0.950762,9641,0,0.23558,5,0.9689,0.93913,0.987824,12555,0,0.15632,5,0.97398,0.9371,0.976344,12678,0,0.25843,5,0.24405,0.005771485,0.07562478
Adamts7,5,0.52654,0.43951,0.955823,5056,0,0.2296,5,0.23145,0.24051,0.950762,3011,1,0.25846,5,0.64837,0.5536,0.962198,7181,0,-0.1385,5,0.54643,0.43596,0.930684,5566,0,0.27905,5,0.24403,0.074419184,0.34954786
Rnf168,5,0.79177,0.67698,0.955823,9264,0,0.21659,5,0.092671,0.14659,0.950762,1928,1,0.39443,5,0.74346,0.6452,0.962198,8737,0,0.15435,5,0.98171,0.95327,0.981432,12825,0,0.27117,5,0.24388,0.004576871,0.065680397
Igsf1,5,0.99636,0.98971,0.997396,13107,0,0.27585,5,0.44551,0.41152,0.950762,5320,0,0.020063,5,0.97949,0.95645,0.988873,12773,0,0.24986,5,0.82127,0.70514,0.93447,9903,0,0.23742,5,0.24364,0.021962832,0.178404111
2900055J20Rik,5,0.65065,0.53636,0.955823,6943,0,0.27958,5,0.99415,0.98816,0.996229,13102,0,0.36018,5,0.27678,0.26205,0.962198,2162,1,-0.074104,5,0.23948,0.20729,0.930684,1830,1,0.20698,5,0.24328,0.046044687,0.269812878
Psip1,5,0.87772,0.78626,0.955823,10840,0,0.0020112,5,0.48953,0.45261,0.950762,5881,0,0.348,5,0.98466,0.96591,0.991431,12864,0,0.34357,5,0.91368,0.83344,0.949128,11590,0,0.14233,5,0.24295,0.032576867,0.220993971
Tmem98,5,0.88359,0.79535,0.955823,10945,0,0.13455,5,0.018196,0.046881,0.871114,701,1,0.35102,5,0.83213,0.74527,0.964592,10192,0,-0.072936,5,0.94536,0.88655,0.964236,12138,0,0.35726,5,0.242785,0.063029275,0.31871771
Amotl2,5,0.99552,0.98742,0.996773,13084,0,0.21751,5,0.59411,0.54053,0.950762,7265,0,0.26779,5,0.84491,0.7607,0.964592,10415,0,0.035209,5,0.91891,0.84025,0.951218,11666,0,0.30789,5,0.24265,0.017832311,0.155980008
Mgrn1,5,0.95606,0.90838,0.975537,12295,0,0.03051,5,0.94411,0.90752,0.970995,12342,0,0.2561,5,0.99739,0.99375,0.998595,13140,0,0.49262,5,0.61588,0.49696,0.930684,6577,0,0.22868,5,0.24239,0.015787958,0.143416332
Ap3b1,5,0.50703,0.42371,0.955823,4766,0,0.29725,5,0.88131,0.83338,0.964866,11385,0,0.21568,5,0.38618,0.33178,0.962198,3464,0,0.1891,5,0.60448,0.48778,0.930684,6404,0,0.26884,5,0.24226,0.004111752,0.061503991
Calml4,5,0.99749,0.99276,0.997744,13141,0,0.43856,5,0.8715,0.8218,0.964866,11234,0,0.35418,5,0.69607,0.59995,0.962198,7961,0,0.13006,5,0.5569,0.44378,0.930684,5713,0,-0.089098,5,0.24212,0.068957952,0.336272383
Cd207,5,0.82504,0.71781,0.955823,9857,0,0.40742,5,0.41182,0.37982,0.950762,4905,1,0.00052186,5,0.94227,0.89455,0.980018,12057,0,0.08402,5,0.99995,0.99974,1,13199,0,0.40022,5,0.24212,0.048193513,0.276516038
B230118H07Rik,5,0.98923,0.97332,0.992044,12957,0,0.17285,5,0.97581,0.95529,0.983891,12825,0,0.26871,5,0.36668,0.31898,0.962198,3215,0,0.25909,5,0.7065,0.58016,0.930684,8037,0,0.22448,5,0.241785,0.004980593,0.069100499
BC048403,5,0.46531,0.38871,0.955823,4179,0,0.19439,5,0.076206,0.12662,0.950762,1660,1,0.61552,5,0.62656,0.53047,0.962198,6832,0,0.2882,5,0.43028,0.336,0.930684,3968,0,-0.0030188,5,0.241295,0.024084088,0.187009189
Aadat,5,0.98546,0.96477,0.989291,12876,0,0.25066,5,0.94324,0.90642,0.970995,12328,0,0.23188,5,0.91842,0.85977,0.973448,11647,0,-0.012241,5,0.99322,0.97877,0.990741,13048,0,0.28048,5,0.24127,0.030501312,0.212767337
Fndc3a,5,0.9994,0.99812,1,13181,0,0.27875,5,0.82921,0.77491,0.960285,10636,0,0.20362,5,0.79266,0.69877,0.963396,9552,0,0.063386,5,0.8115,0.69017,0.933968,9751,0,0.28394,5,0.241185,0.014552912,0.136807734
Rabl6,5,0.88076,0.79018,0.955823,10894,0,0.19108,5,0.69627,0.63931,0.950762,8700,0,0.31657,5,0.81343,0.72227,0.963396,9880,0,0.29086,5,0.43638,0.34082,0.930684,4048,0,0.020507,5,0.24097,0.022435508,0.180052523
Cebpb,5,0.66695,0.54664,0.955823,7213,0,0.1494,5,0.95207,0.92081,0.976877,12446,0,0.3526,5,0.44067,0.37825,0.962198,4175,0,0.24793,5,0.83118,0.71646,0.93447,10101,0,0.23328,5,0.240605,0.005029486,0.069283598
Trim28,5,0.86652,0.77437,0.955823,10631,0,0.20064,5,0.88117,0.83277,0.964866,11384,0,0.54385,5,0.93788,0.88908,0.97955,11983,0,-0.032749,5,0.73542,0.61032,0.930684,8510,0,0.28011,5,0.240375,0.031471365,0.216835571
Pip5k1b,5,0.94199,0.88297,0.969259,12015,0,0.1112,5,0.54385,0.49414,0.950762,6602,0,0.40852,5,0.98332,0.96283,0.990036,12846,0,0.28637,5,0.98251,0.95509,0.981773,12850,0,0.1939,5,0.240135,0.007600108,0.089301804
Clmn,5,0.69781,0.58058,0.955823,7700,0,0.31233,5,0.96851,0.94466,0.981864,12706,0,0.20674,5,0.98649,0.96963,0.991778,12913,0,0.2644,5,0.87364,0.77326,0.939554,10839,0,0.21569,5,0.240045,0.003542973,0.056793175
Ugt2b38,5,0.46197,0.38534,0.955823,4131,0,-0.1254,5,0.99501,0.98963,0.996348,13120,0,0.34304,5,0.91905,0.86043,0.973448,11660,0,0.20655,5,0.96213,0.9134,0.969614,12443,0,0.27308,5,0.239815,0.066238315,0.328406783
Cep44,5,0.99697,0.99144,0.99753,13124,0,0.25523,5,0.34541,0.32435,0.950762,4119,1,0.11861,5,0.93287,0.88052,0.976721,11908,0,0.22354,5,0.69803,0.57055,0.930684,7913,0,0.30993,5,0.239385,0.007443917,0.088257864
Tmem106b,5,0.99967,0.99887,1,13190,0,0.2923,5,0.91928,0.87998,0.970202,11957,0,0.25488,5,0.9862,0.9689,0.991778,12900,0,0.22379,5,0.60544,0.48973,0.930684,6419,0,-0.024005,5,0.239335,0.033583952,0.224595865
Piezo2,5,0.54026,0.4525,0.955823,5253,0,-0.0067863,5,0.64242,0.58177,0.950762,7939,0,0.38898,5,0.49418,0.41909,0.962198,4914,0,0.08959,5,0.45422,0.35554,0.930684,4282,0,0.40333,5,0.239285,0.049676187,0.2790067
Rnf111,5,0.99663,0.99037,0.997396,13115,0,0.24473,5,0.77405,0.71449,0.958244,9847,0,-0.09604,5,0.97302,0.94597,0.988117,12639,0,0.51719,5,0.96065,0.91051,0.968892,12409,0,0.23381,5,0.23927,0.049356915,0.278514826
Tmem60,5,0.997,0.9915,0.99753,13128,0,0.31369,5,0.096077,0.15047,0.950762,1953,1,-0.28541,5,0.80506,0.71294,0.963396,9739,0,0.16441,5,0.69324,0.56505,0.930684,7842,0,0.3608,5,0.23905,0.121995377,0.439078867
Adss,5,0.56232,0.46411,0.955823,5592,0,0.31836,5,0.71179,0.65124,0.950762,8919,0,0.17917,5,0.8924,0.82277,0.970532,11195,0,0.29855,5,0.71429,0.58801,0.930684,8165,0,0.0036858,5,0.23886,0.027975562,0.202729848
Dok1,5,0.23483,0.22294,0.955823,1554,1,0.41152,5,0.72446,0.66008,0.950762,9106,0,0.39322,5,0.79833,0.70427,0.963396,9628,0,0.079744,5,0.62466,0.50181,0.930684,6720,0,0.084428,5,0.238824,0.022163653,0.179392014
Nol4l,5,0.34842,0.30165,0.955823,2640,0,0.18609,5,0.44125,0.40621,0.950762,5265,0,0.29118,5,0.66857,0.57155,0.962198,7522,0,0.32289,5,0.6766,0.54859,0.930684,7584,0,-0.21051,5,0.238635,0.10081841,0.404430476
Clec4d,5,0.74698,0.62556,0.955823,8518,0,0.22988,5,0.62959,0.57303,0.950762,7752,0,0.32248,5,0.99821,0.99568,0.999578,13155,0,0.24721,5,0.76624,0.64133,0.930684,9004,0,0.095007,5,0.238545,0.009251314,0.100817948
Ube2g1,5,0.89655,0.80939,0.955945,11182,0,0.22802,5,0.96275,0.93733,0.98065,12622,0,0.249,5,0.93211,0.87915,0.975856,11895,0,0.076102,5,1,0.99998,1,13205,0,0.43966,5,0.23851,0.010001545,0.105934572
Acadvl,5,0.60056,0.49474,0.955823,6157,0,-0.068344,5,0.67578,0.61708,0.950762,8400,0,0.37638,5,0.48573,0.41195,0.962198,4793,0,0.28126,5,0.27967,0.23316,0.930684,2188,1,0.19573,5,0.238495,0.04598215,0.26964978
Max,5,0.58952,0.48697,0.955823,6006,0,0.0025016,5,0.42298,0.38863,0.950762,5029,1,-0.13981,5,0.97269,0.94508,0.988117,12628,0,0.47438,5,0.21273,0.19165,0.930684,1636,1,0.55112,5,0.2384408,0.209568457,0.56431808
Il1b,5,0.66854,0.54755,0.955823,7239,0,-0.13284,5,0.079466,0.13263,0.950762,1711,1,0.25542,5,0.98113,0.95949,0.989511,12802,0,0.22117,5,0.99169,0.97485,0.9895,13008,0,0.34068,5,0.238295,0.067943284,0.333232416
Naaladl2,5,0.64519,0.53316,0.955823,6864,0,0.012521,5,0.86208,0.81235,0.964866,11106,0,0.32773,5,0.99185,0.98082,0.99406,13034,0,0.15437,5,0.9448,0.88578,0.964236,12125,0,0.32219,5,0.23828,0.028517789,0.204819447
Riox2,5,0.91987,0.847,0.963733,11600,0,0.18908,5,0.22637,0.23711,0.950762,2966,1,-0.052074,5,0.6362,0.53807,0.962198,7002,0,0.28748,5,0.97989,0.94894,0.979501,12796,0,0.3797,5,0.23828,0.041352566,0.253597671
Col16a1,5,0.99646,0.98994,0.997396,13110,0,0.20955,5,0.48973,0.45261,0.950762,5884,0,0.35508,5,0.55323,0.46204,0.962198,5770,0,-0.039062,5,0.9937,0.98008,0.991484,13057,0,0.26654,5,0.238045,0.035745936,0.233304615
Ccnj,5,0.84012,0.73904,0.955823,10160,0,-0.042877,5,0.93072,0.89216,0.970418,12131,0,0.55399,5,0.69064,0.59392,0.962198,7866,0,0.12037,5,0.65185,0.52895,0.930684,7167,0,0.35568,5,0.238025,0.051402478,0.284816295
Gbp2,5,0.56658,0.46565,0.955823,5669,0,0.19949,5,0.90759,0.86679,0.970202,11768,0,0.28029,5,0.26075,0.24663,0.962198,2017,1,0.27611,5,0.7681,0.64425,0.930684,9032,0,0.16961,5,0.2378,0.005405595,0.072948518
Tecr,5,0.74737,0.62633,0.955823,8525,0,0.17494,5,0.76631,0.70274,0.953325,9737,0,0.36086,5,0.99761,0.99413,0.998595,13150,0,0.23393,5,0.978,0.94517,0.978965,12753,0,0.24102,5,0.237475,0.004095797,0.06147419
Clint1,5,0.87616,0.78437,0.955823,10809,0,0.23285,5,0.9526,0.9216,0.976877,12456,0,0.50189,5,0.82272,0.73235,0.963416,10040,0,0.21583,5,0.97048,0.92995,0.97447,12603,0,0.24179,5,0.23732,0.002793519,0.051079483
Trim32,5,0.8818,0.79135,0.955823,10913,0,0.22749,5,0.43219,0.39799,0.950762,5145,1,0.33448,5,0.93955,0.89122,0.97955,12007,0,0.24699,5,0.92476,0.84953,0.953875,11761,0,0.040222,5,0.23724,0.016483571,0.148206265
Rph3al,5,0.99244,0.98043,0.994512,13022,0,0.24446,5,0.29195,0.28155,0.950762,3558,1,0.31342,5,0.71124,0.61385,0.962198,8202,0,0.23001,5,0.66513,0.53747,0.930684,7383,0,0.071923,5,0.237235,0.012162594,0.120784619
Bloc1s6,5,0.81163,0.69989,0.955823,9621,0,0.18787,5,0.99414,0.98816,0.996229,13100,0,0.44197,5,0.70868,0.61268,0.962198,8161,0,0.14361,5,0.98453,0.95935,0.983473,12882,0,0.28645,5,0.23716,0.005650427,0.074630839
Rab11fip1,5,0.89615,0.80894,0.955832,11178,0,0.31281,5,0.90155,0.86005,0.970202,11678,0,0.22392,5,0.84314,0.75826,0.964592,10379,0,0.24816,5,0.89869,0.81252,0.94693,11309,0,0.065006,5,0.23604,0.013262509,0.127862203
