id,mouse3.num,mouse3.pos.score,mouse3.pos.p.value,mouse3.pos.fdr,mouse3.pos.rank,mouse3.pos.goodsgrna,mouse3.pos.lfc,mouse4.noLmnb2_1.num,mouse4.noLmnb2_1.pos.score,mouse4.noLmnb2_1.pos.p.value,mouse4.noLmnb2_1.pos.fdr,mouse4.noLmnb2_1.pos.rank,mouse4.noLmnb2_1.pos.goodsgrna,mouse4.noLmnb2_1.pos.lfc,mouse7.num,mouse7.pos.score,mouse7.pos.p.value,mouse7.pos.fdr,mouse7.pos.rank,mouse7.pos.goodsgrna,mouse7.pos.lfc,mouse8.num,mouse8.pos.score,mouse8.pos.p.value,mouse8.pos.fdr,mouse8.pos.rank,mouse8.pos.goodsgrna,mouse8.pos.lfc,mean.sgrnas,median.lfc.all,p.wilcox,p.wilcox.bh
Mcemp1,5,0.64132,0.74504,1,7871,0,0.084639,5,0.65457,0.72666,1,8316,0,-0.038324,5,0.85986,0.9135,1,10648,0,0.024515,5,0.184,0.2638,1,2373,1,-0.0068925,5,0.00881125,0.857093949,0.955307289
Msi2,5,0.52742,0.63852,1,6482,0,0.027443,5,0.24099,0.37909,1,3992,1,-0.162,5,0.054458,0.12319,1,1042,1,0.072542,5,0.4439,0.56683,1,5458,0,-0.0098723,5,0.00878535,0.839732475,0.94720736
Adm2,5,0.8413,0.90857,1,10240,0,0.075603,5,0.81207,0.86636,1,10384,0,-0.31942,5,0.67739,0.75808,1,8420,0,-0.010759,5,0.1534,0.22528,1,2059,1,0.028284,5,0.0087625,0.710014716,0.901892131
6030468B19Rik,5,0.27849,0.36183,1,3428,0,0.095252,5,0.90808,0.94216,1,11621,0,-0.63038,5,0.48065,0.58518,1,6015,0,0.11429,5,0.98063,0.99349,1,12198,0,-0.077833,5,0.0087095,0.75334078,0.918307743
Zfp128,5,0.93488,0.97021,1,11422,0,0.013882,5,0.41459,0.49851,1,5548,1,0.003517,5,0.0044787,0.017888,1,161,1,0.28782,5,0.0070407,0.025041,1,227,1,-0.088908,5,0.0086995,0.628465956,0.86514702
Dnaja1,5,0.91693,0.95916,1,11176,0,-0.0038246,5,0.28058,0.4018,1,4306,1,-0.031868,5,0.57946,0.67548,1,7219,0,0.072406,5,0.31712,0.42586,1,3924,0,0.021206,5,0.0086907,0.876604797,0.964856976
Ndufaf8,5,0.86365,0.92449,1,10502,0,-0.049246,5,0.79401,0.85241,1,10136,0,0.13545,5,0.31902,0.41071,1,3996,0,-0.025808,5,0.70248,0.8182,1,8633,0,0.043123,5,0.0086575,0.746715008,0.915554411
Mettl6,5,0.4462,0.55122,1,5511,0,0.085759,5,0.76977,0.83401,1,9834,0,0.073772,5,0.28777,0.37855,1,3591,1,-0.056507,5,0.68865,0.80778,1,8452,0,-0.072783,5,0.0086325,0.927345812,0.9765752
Rbm6,5,0.37106,0.46547,1,4573,0,0.024821,5,0.012742,0.047661,1,467,2,0.44733,5,0.57496,0.67071,1,7166,0,-0.017216,5,0.94452,0.9775,1,11626,0,-0.0076023,5,0.00860935,0.425778545,0.73862493
Scd3,5,0.84058,0.90798,1,10230,0,-0.12245,5,0.37399,0.46648,1,5150,1,0.011224,5,0.068344,0.13855,1,1171,1,0.0059582,5,0.061223,0.12727,1,1130,1,0.22431,5,0.0085911,0.755208749,0.918561813
Adh5,5,0.62865,0.73127,1,7722,0,-0.039125,5,0.94563,0.96931,1,12145,0,-0.18643,5,0.57786,0.67342,1,7198,0,0.056132,5,0.010061,0.03216,1,301,2,0.10269,5,0.0085035,0.899018488,0.97095272
Ache,5,0.049793,0.088657,1,782,1,0.18645,5,0.79966,0.85655,1,10214,0,-0.072549,5,0.092541,0.16512,1,1417,1,-0.079472,5,0.057447,0.12505,1,1093,1,0.089509,5,0.00848,0.700809365,0.89717046
Agpat3,5,0.29384,0.38354,1,3613,0,0.1865,5,0.4116,0.49636,1,5518,1,-0.11646,5,0.48753,0.5938,1,6097,0,0.019453,5,0.57821,0.70324,1,7141,0,-0.0026949,5,0.00837905,0.801408789,0.936643419
Mta3,5,0.69251,0.78892,1,8471,0,0.029408,5,0.78598,0.84623,1,10037,0,0.15324,5,0.24599,0.33702,1,3081,1,-0.012714,5,0.86383,0.93499,1,10596,0,-0.043296,5,0.008347,0.698102328,0.896098735
Emc7,5,0.90394,0.95087,1,11012,0,-0.10075,5,0.44954,0.52588,1,5902,1,0.1303,5,0.92417,0.95997,1,11432,0,-0.014066,5,0.69664,0.81321,1,8560,0,0.030705,5,0.0083195,0.890202947,0.968198331
Cyp2d9,5,0.66307,0.76582,1,8128,0,-0.12176,5,0.1843,0.33966,1,3573,1,0.032662,5,0.014832,0.043654,1,385,1,0.26715,5,0.46312,0.58569,1,5711,0,-0.016103,5,0.0082795,0.705431004,0.89881123
Mfsd14b,5,0.23156,0.30791,1,2863,0,0.024408,5,0.14024,0.27622,1,2921,2,-0.06006,5,0.54831,0.6461,1,6866,0,-0.0078878,5,0.40721,0.52533,1,5012,0,0.10973,5,0.0082601,0.84724844,0.950518762
D130040H23Rik,5,0.82955,0.89988,1,10100,0,-0.043996,5,0.86504,0.90936,1,11067,0,0.081662,5,0.85583,0.91008,1,10591,0,-0.14345,5,0.31702,0.42586,1,3922,0,0.060482,5,0.008243,0.903950324,0.971703382
Ap5m1,5,0.067094,0.109,1,967,1,0.062466,5,0.82146,0.87407,1,10516,0,-0.064824,5,0.46586,0.56873,1,5824,0,0.20133,5,0.16497,0.23682,1,2183,1,-0.045982,5,0.008242,0.651961427,0.877420958
Ctnnbl1,5,0.9051,0.9519,1,11026,0,-0.10629,5,0.84167,0.89023,1,10771,0,0.10881,5,0.31666,0.40746,1,3967,0,0.018304,5,0.33463,0.44741,1,4129,0,-0.0019442,5,0.0081799,0.960232126,0.986753748
Sirt1,5,0.76572,0.84983,1,9350,0,0.16026,5,0.60624,0.67779,1,7726,0,-0.02988,5,0.96086,0.98155,1,11887,0,-0.1551,5,0.21749,0.30057,1,2744,1,0.04621,5,0.008165,0.91607462,0.973882291
Rragb,5,0.015822,0.046858,1,391,2,0.04851,5,0.79259,0.85063,1,10121,0,-0.032223,5,0.080831,0.15273,1,1295,1,0.068908,5,0.58438,0.70977,1,7219,0,-0.070372,5,0.0081435,0.985156924,0.995465505
Rnf138rt1,5,0.35172,0.44759,1,4315,0,0.044909,5,0.80924,0.86387,1,10345,0,-0.061652,5,0.22029,0.3052,1,2788,1,-0.028658,5,0.060694,0.12727,1,1125,1,0.32527,5,0.0081255,0.545220987,0.819186286
Fhod1,5,0.4852,0.59246,1,5982,0,-0.036525,5,0.0022283,0.012403,1,126,4,0.55766,5,0.69819,0.77669,1,8673,0,0.0067353,5,0.90736,0.95986,1,11167,0,0.0094546,5,0.00809495,0.466662177,0.767571218
Trpm7,5,0.41599,0.51835,1,5130,0,-0.025869,5,0.88279,0.92331,1,11294,0,0.042056,5,0.22478,0.31086,1,2839,1,0.044942,5,0.4436,0.56683,1,5453,0,-0.050394,5,0.0080935,0.990989206,0.997560051
Nek7,5,0.62498,0.72867,1,7675,0,0.019453,5,0.99726,0.99865,1,13033,0,-0.66486,5,0.43188,0.53168,1,5388,0,0.076553,5,0.51504,0.64217,1,6348,0,-0.0033436,5,0.0080547,0.624063524,0.863464386
Reep5,5,0.75457,0.84246,1,9206,0,0.07518,5,0.77403,0.83685,1,9891,0,-0.042575,5,0.31384,0.40529,1,3928,0,-0.20094,5,0.48504,0.60696,1,5972,0,0.05866,5,0.0080425,0.802486023,0.93715342
Capza2,5,0.18636,0.24288,1,2322,1,-0.081269,5,0.10789,0.22583,1,2340,2,-0.2182,5,0.19324,0.27554,1,2474,1,0.097203,5,0.43629,0.55708,1,5359,0,0.13412,5,0.007967,0.957632983,0.985998666
Pitpna,5,0.78376,0.86627,1,9546,0,-0.03937,5,0.50212,0.56869,1,6471,1,0.047342,5,0.79522,0.85993,1,9850,0,0.078416,5,0.79935,0.88897,1,9804,0,-0.031428,5,0.007957,0.877431849,0.964856976
Pla2g15,5,0.16123,0.21194,1,2040,1,0.081507,5,0.69803,0.76308,1,8913,0,-0.14026,5,0.79904,0.86203,1,9909,0,-0.025128,5,0.80317,0.89133,1,9856,0,0.041006,5,0.007939,0.90223673,0.971503115
Zc3h12d,5,0.82559,0.89763,1,10047,0,0.0019228,5,0.159,0.30855,1,3236,2,0.32839,5,0.27758,0.36713,1,3465,1,-0.017893,5,0.83047,0.91203,1,10193,0,0.013902,5,0.0079124,0.455231732,0.75960541
Zfp984,3,0.22608,0.29505,1,2795,0,0.077386,3,0.63982,0.7071,1,8143,0,0.19464,3,0.78943,0.85669,1,9779,0,-0.19587,3,0.54703,0.67066,1,6768,0,-0.061604,3,0.007891,0.893157289,0.968858531
Sdf2,5,0.96826,0.98728,1,11868,0,-0.024142,5,0.9574,0.97715,1,12318,0,-0.13443,5,0.86325,0.91636,1,10686,0,0.070516,5,0.90897,0.96064,1,11188,0,0.039817,5,0.0078375,0.878078077,0.964916295
Arfgap1,5,0.33181,0.42249,1,4072,0,0.14217,5,0.53997,0.60698,1,6920,1,-0.00022551,5,0.73368,0.80756,1,9100,0,-0.15336,5,0.56243,0.68728,1,6948,0,0.01588,5,0.007827245,0.965392455,0.988518765
Ndufa11,5,0.71585,0.80907,1,8746,0,-0.052948,5,0.73362,0.79488,1,9366,0,0.24713,5,0.3842,0.47978,1,4803,0,-0.13214,5,0.58541,0.7104,1,7236,0,0.06858,5,0.007816,0.733322457,0.91124786
Nptn,5,0.44063,0.54647,1,5439,0,0.18534,5,0.38759,0.476,1,5293,1,-0.13896,5,0.90554,0.94747,1,11204,0,-0.026436,5,0.77133,0.87066,1,9450,0,0.042021,5,0.0077925,0.841898581,0.948060061
Setd5,5,0.32478,0.41776,1,3987,0,-0.074189,5,0.2455,0.38172,1,4027,1,0.34058,5,0.4169,0.51231,1,5203,0,-0.16062,5,0.27053,0.36665,1,3368,1,0.08977,5,0.0077905,0.707721536,0.900277959
Rfx3,5,0.29532,0.38632,1,3629,0,0.19887,5,0.72335,0.78462,1,9246,0,-0.095989,5,0.60143,0.69593,1,7496,0,0.02759,5,0.80171,0.89065,1,9839,0,-0.012048,5,0.007771,0.739786092,0.91267464
Fam76a,5,0.28431,0.36875,1,3494,0,0.0060899,5,0.036087,0.10899,1,1117,2,0.28039,5,0.39232,0.48818,1,4906,0,0.0094367,5,0.89584,0.95355,1,11008,0,-0.085472,5,0.0077633,0.63343015,0.867968193
Uhrf1bp1l,5,0.11737,0.16212,1,1522,1,0.055505,5,0.72145,0.78171,1,9225,0,-0.03999,5,0.091897,0.16512,1,1411,1,-0.064987,5,0.022438,0.066999,1,564,1,0.21269,5,0.0077575,0.641681828,0.872396663
Irx3,5,0.86294,0.92426,1,10494,0,-0.020981,5,0.61933,0.69382,1,7884,0,0.11739,5,0.14251,0.21696,1,1938,1,-0.10041,5,0.82091,0.9043,1,10073,0,0.036494,5,0.0077565,0.923048941,0.975954262
Slc51b,5,0.68117,0.77963,1,8342,0,-0.0093003,5,0.87814,0.92083,1,11235,0,-0.063802,5,0.48159,0.58726,1,6028,0,0.024753,5,0.194,0.27376,1,2489,1,0.29283,5,0.00772635,0.572481154,0.835315906
Ccl25,5,0.19995,0.26402,1,2477,1,0.12667,5,0.59651,0.66532,1,7617,0,0.035331,5,0.95622,0.97916,1,11831,0,-0.019883,5,0.47402,0.59621,1,5833,0,-0.15278,5,0.007724,0.999136829,0.999570329
Mgst2,5,0.02619,0.064233,1,535,1,0.044547,5,0.75889,0.82046,1,9695,0,-0.029175,5,0.075617,0.14587,1,1244,1,-0.15414,5,0.46329,0.58569,1,5712,0,0.056981,5,0.007686,0.80298041,0.93715342
Glmp,5,0.064855,0.10708,1,942,1,0.020834,5,0.46688,0.53849,1,6092,1,0.21744,5,0.84325,0.90051,1,10452,0,-0.005525,5,0.69151,0.8091,1,8497,0,-0.068166,5,0.0076545,0.651607062,0.877043318
Emc4,5,0.33719,0.42979,1,4135,0,-0.012591,5,0.16947,0.32596,1,3412,2,0.22598,5,0.46362,0.56791,1,5797,0,-0.062238,5,0.56095,0.68692,1,6934,0,0.027866,5,0.0076375,0.626489603,0.864376338
Nanos1,5,0.89718,0.94697,1,10936,0,0.0036245,5,0.90139,0.9374,1,11541,0,0.026095,5,0.38951,0.48621,1,4864,0,-0.013113,5,0.67857,0.79836,1,8335,0,0.011642,5,0.00763325,0.974749914,0.991772564
Smyd1,5,0.90558,0.95212,1,11033,0,0.020566,5,0.47224,0.54256,1,6152,1,0.094603,5,0.61217,0.70291,1,7624,0,-0.088672,5,0.88533,0.9465,1,10862,0,-0.0053371,5,0.00761445,0.965862839,0.988567341
Cd59a,5,0.77599,0.85868,1,9459,0,0.0040107,5,0.89396,0.93215,1,11453,0,0.0052705,5,0.77842,0.84737,1,9640,0,0.083172,5,0.2892,0.38885,1,3586,1,0.0099368,5,0.00760365,0.75152401,0.917726435
F830016B08Rik,5,0.5518,0.65928,1,6772,0,0.13102,5,0.33503,0.44118,1,4781,1,0.030815,5,0.1292,0.20493,1,1793,1,-0.0544,5,0.92106,0.96665,1,11334,0,-0.015647,5,0.007584,0.780927189,0.928072387
Chst13,5,0.50036,0.60724,1,6165,0,-0.17806,5,0.43932,0.51923,1,5797,1,-0.093678,5,0.34664,0.44588,1,4331,0,0.11075,5,0.54758,0.67387,1,6775,0,0.10883,5,0.007576,0.950334371,0.984394665
Appl1,5,0.047453,0.086048,1,756,1,-0.012192,5,0.17611,0.33349,1,3510,1,0.17047,5,0.82097,0.88181,1,10179,0,-0.14902,5,0.346,0.45667,1,4263,0,0.027297,5,0.0075525,0.893131368,0.968858531
Suox,5,0.41897,0.52332,1,5164,0,0.19815,5,0.2292,0.37136,1,3899,1,0.25708,5,0.32995,0.42313,1,4125,0,-0.18307,5,0.095305,0.15553,1,1472,1,-0.19105,5,0.00754,0.749497324,0.917116978
Dzip3,5,0.48077,0.58715,1,5926,0,0.062114,5,0.1343,0.26457,1,2818,1,-0.047042,5,0.26782,0.35769,1,3338,1,0.21447,5,0.89535,0.95313,1,10996,0,-0.12937,5,0.007536,0.770930166,0.924551592
Gnb2,5,0.91199,0.95642,1,11116,0,-0.11348,5,0.27015,0.39586,1,4223,1,0.20546,5,0.13764,0.21114,1,1893,1,-0.014266,5,0.055987,0.12452,1,1075,1,0.02933,5,0.007532,0.766946889,0.9235959
Naaladl1,5,0.14595,0.19201,1,1854,1,0.13016,5,0.10941,0.2278,1,2372,1,0.37127,5,0.040609,0.10375,1,917,1,-0.11511,5,0.11143,0.17224,1,1628,1,-0.19048,5,0.007525,0.720378557,0.906503772
Nenf,5,0.82836,0.89921,1,10085,0,0.032978,5,0.4306,0.51257,1,5697,1,-0.069341,5,0.63593,0.72366,1,7926,0,-0.018045,5,0.055455,0.12397,1,1072,1,0.29242,5,0.0074665,0.584968839,0.841738702
Apoo,5,0.05346,0.091793,1,823,1,-0.0039365,5,0.38905,0.47713,1,5307,1,0.20844,5,0.55741,0.65464,1,6965,0,0.018849,5,0.33978,0.45311,1,4189,0,-0.06867,5,0.00745625,0.666533434,0.882917821
Hal,5,0.95701,0.9818,1,11704,0,-0.12511,5,0.7018,0.76593,1,8959,0,-0.126,5,0.36726,0.46263,1,4594,0,0.13999,5,0.29563,0.39614,1,3669,1,0.15484,5,0.00744,0.841744735,0.947982076
Kcna3,5,0.093699,0.13404,1,1256,1,0.039347,5,0.096232,0.20855,1,2149,2,-0.10051,5,0.34327,0.4422,1,4288,0,-0.024506,5,0.31507,0.42376,1,3898,0,0.192,5,0.0074205,0.759460577,0.920608966
Fras1,5,0.2152,0.2871,1,2657,0,0.041821,5,0.95704,0.97698,1,12312,0,-0.077492,5,0.93838,0.96926,1,11599,0,0.032231,5,0.37899,0.4977,1,4654,0,-0.017402,5,0.0074145,0.903781541,0.971703382
Ltbr,5,0.3758,0.46746,1,4634,0,0.11561,5,0.91345,0.94615,1,11690,0,-0.092866,5,0.31322,0.40529,1,3921,0,0.10769,5,0.076597,0.13897,1,1280,1,-0.16842,5,0.007412,0.97407019,0.991718746
Riox1,5,0.19036,0.24929,1,2364,1,-0.20085,5,0.77581,0.8382,1,9917,0,0.061044,5,0.73542,0.8089,1,9125,0,-0.046227,5,0.56433,0.68827,1,6973,0,0.15289,5,0.0074085,0.993016248,0.99845909
Pmaip1,5,0.24338,0.32213,1,2999,0,0.034109,5,0.96105,0.9791,1,12361,0,-0.27795,5,0.55672,0.65464,1,6953,0,-0.019311,5,0.57401,0.69695,1,7091,0,0.19014,5,0.007399,0.994546369,0.998765733
Haspin,5,0.62552,0.72896,1,7678,0,0.011327,5,0.73456,0.79588,1,9378,0,0.0032798,5,0.96461,0.98347,1,11935,0,-0.1134,5,0.33578,0.44844,1,4142,0,0.23489,5,0.0073034,0.732582129,0.911158204
Slc26a10,5,0.17908,0.23325,1,2235,1,0.029333,5,0.67601,0.74241,1,8627,0,0.02917,5,0.017373,0.049544,1,451,1,-0.014601,5,0.56878,0.69317,1,7020,0,-0.056012,5,0.0072845,0.916152656,0.973886864
Ero1l,5,0.026258,0.064233,1,536,1,0.087444,5,0.91034,0.94373,1,11653,0,-0.20662,5,0.0098227,0.030514,1,278,2,0.21297,5,0.55305,0.67965,1,6835,0,-0.072888,5,0.007278,0.873840325,0.963360668
Trim65,5,0.29369,0.38354,1,3610,0,-0.0042556,5,0.82918,0.87948,1,10620,0,0.0078689,5,0.13597,0.20947,1,1873,1,0.20999,5,0.67806,0.79812,1,8327,0,0.0066757,5,0.0072723,0.513864499,0.800085148
Kif13b,5,0.60026,0.70457,1,7380,0,0.018195,5,0.72858,0.79017,1,9304,0,-0.47222,5,0.69693,0.77544,1,8664,0,0.11044,5,0.8991,0.95534,1,11054,0,-0.0036542,5,0.0072704,0.741445149,0.913186081
Xpr1,5,0.3181,0.41027,1,3897,0,-0.037571,5,0.95524,0.97608,1,12279,0,-0.23324,5,0.13076,0.20611,1,1812,1,0.26903,5,0.13038,0.1983,1,1822,1,0.052009,5,0.007219,0.852104049,0.953152564
Grik4,5,0.55621,0.66465,1,6828,0,-0.34798,5,0.16515,0.31958,1,3342,2,0.2732,5,0.49046,0.59501,1,6139,0,0.15657,5,0.35039,0.45874,1,4320,0,-0.14219,5,0.00719,0.872665243,0.962816962
Ttf2,5,0.070642,0.1116,1,1008,1,0.095169,5,0.89795,0.93445,1,11504,0,-0.10883,5,0.40698,0.50431,1,5081,0,-0.025799,5,0.50675,0.63212,1,6241,0,0.040154,5,0.0071775,0.994690227,0.998765733
Emcn,5,0.52332,0.63268,1,6435,0,-0.10339,5,0.27791,0.39998,1,4285,1,0.14818,5,0.10738,0.1804,1,1573,1,0.11774,5,0.049726,0.1195,1,1018,1,-0.15051,5,0.007175,0.912329855,0.973269746
Mvb12a,5,0.34292,0.43672,1,4209,0,-0.18501,5,0.55782,0.6289,1,7132,1,-0.082509,5,0.42806,0.52623,1,5342,0,0.096833,5,0.57309,0.69633,1,7081,0,0.22467,5,0.007162,0.831527814,0.945662531
Hdac7,5,0.21399,0.2852,1,2640,0,0.0040409,5,0.40685,0.49119,1,5471,1,0.2445,5,0.58123,0.67684,1,7241,0,-0.10286,5,0.078553,0.14291,1,1299,1,0.010236,5,0.00713845,0.701271035,0.89717046
Clybl,5,0.77877,0.86213,1,9495,0,-0.085711,5,0.030541,0.099692,1,1006,1,0.013984,5,0.45388,0.5579,1,5678,0,0.095619,5,0.94176,0.97628,1,11586,0,0.00023528,5,0.00710964,0.960832994,0.986910506
Galk2,5,0.02653,0.064233,1,539,1,-0.161,5,0.59712,0.66601,1,7625,0,0.10833,5,0.98783,0.99522,1,12335,0,-0.094138,5,0.18937,0.27153,1,2425,1,0.13928,5,0.007096,0.955086521,0.985098969
Ifnar2,5,0.6311,0.73298,1,7754,0,0.12217,5,0.89827,0.93454,1,11509,0,-0.10805,5,0.20495,0.28398,1,2610,1,0.31101,5,0.42387,0.54696,1,5199,0,-0.15492,5,0.00706,0.70366619,0.897759596
Snx22,5,0.70322,0.79891,1,8592,0,0.15647,5,0.39916,0.48605,1,5394,1,-0.039373,5,0.52921,0.62732,1,6638,0,-0.18109,5,0.75215,0.85741,1,9242,0,0.053452,5,0.0070395,0.967104186,0.989098139
Abcc6,5,0.61746,0.72135,1,7584,0,0.037638,5,0.23584,0.37576,1,3951,1,-0.023564,5,0.62428,0.71276,1,7783,0,0.079278,5,0.033665,0.09206,1,789,2,-0.075233,5,0.007037,0.973168277,0.991255232
Alg12,5,0.8224,0.89489,1,10021,0,0.091815,5,0.15996,0.31039,1,3252,2,0.16019,5,0.42355,0.52204,1,5282,0,-0.077837,5,0.96894,0.98877,1,11988,0,-0.3568,5,0.006989,0.922228881,0.975954262
Nono,5,0.04598,0.086047,1,739,1,0.14767,5,0.96699,0.98237,1,12452,0,-0.30469,5,0.64061,0.72743,1,7989,0,0.0034096,5,0.65982,0.77904,1,8123,0,0.010557,5,0.0069833,0.892548157,0.968586257
Orai1,5,0.90804,0.95367,1,11065,0,-0.0025496,5,0.56171,0.63258,1,7187,1,0.032207,5,0.259,0.35043,1,3237,1,-0.027969,5,0.75768,0.86228,1,9302,0,0.016469,5,0.0069597,0.997528195,0.999148589
Slc35g2,5,0.27619,0.3595,1,3396,0,0.043372,5,0.64605,0.72093,1,8213,0,-0.11772,5,0.81194,0.87327,1,10080,0,-0.02949,5,0.23724,0.32131,1,2978,1,0.057818,5,0.006941,0.864847257,0.959629441
Tcn2,5,0.68242,0.78113,1,8355,0,0.091151,5,0.51309,0.57789,1,6594,1,-0.077315,5,0.46375,0.56791,1,5799,0,0.26617,5,0.36126,0.47223,1,4445,0,-0.087893,5,0.006918,0.627198458,0.864722049
Pard3,5,0.90644,0.95251,1,11044,0,0.011045,5,0.70851,0.77259,1,9040,0,-0.027036,5,0.90515,0.94732,1,11200,0,0.050927,5,0.35555,0.46634,1,4381,0,0.0027563,5,0.00690065,0.941839846,0.98074903
Brd8,5,0.93642,0.97074,1,11447,0,-0.058371,5,0.76895,0.83303,1,9826,0,-0.11708,5,0.37752,0.47077,1,4730,0,0.072103,5,0.35535,0.46634,1,4378,0,0.19788,5,0.006866,0.775308708,0.925654225
Rbpj,5,0.31353,0.40415,1,3841,0,0.15024,5,0.79735,0.85422,1,10190,0,-0.15044,5,0.415,0.51,1,5177,0,-0.014992,5,0.70881,0.82357,1,8707,0,0.028691,5,0.0068495,0.943313871,0.98112368
Dbnl,5,0.53134,0.64102,1,6534,0,0.076481,5,0.58276,0.65198,1,7442,0,-0.024691,5,0.059237,0.12941,1,1087,1,0.038338,5,0.64275,0.76084,1,7918,0,-0.11594,5,0.0068235,0.924090406,0.975962424
Cdh2,5,0.31799,0.41027,1,3895,0,-0.18866,5,0.34571,0.4474,1,4876,1,0.14216,5,0.12471,0.19806,1,1746,1,0.044577,5,0.16659,0.23849,1,2201,1,-0.030931,5,0.006823,0.9866607,0.9957071
Sept7,5,0.17485,0.23057,1,2185,1,-0.0094813,5,0.38943,0.47713,1,5311,1,0.19208,5,0.82725,0.88812,1,10248,0,-0.10006,5,0.45065,0.57362,1,5545,0,0.023125,5,0.00682185,0.766959405,0.9235959
Ltbp3,5,0.74446,0.83357,1,9086,0,-0.0058497,5,0.26451,0.39178,1,4181,1,0.017771,5,0.75681,0.8287,1,9389,0,0.027673,5,0.71916,0.83173,1,8852,0,-0.0041776,5,0.0067967,0.953715537,0.984807663
Serpina3m,5,0.65071,0.75337,1,7983,0,0.14218,5,0.82007,0.87313,1,10492,0,-0.16868,5,0.50076,0.60064,1,6277,0,-0.043629,5,0.79508,0.88709,1,9742,0,0.057137,5,0.006754,0.983470143,0.994919857
Wars2,5,0.84826,0.91343,1,10332,0,-0.17471,5,0.62673,0.70294,1,7981,0,0.024846,5,0.80803,0.87062,1,10017,0,-0.011382,5,0.16098,0.23569,1,2134,1,0.042181,5,0.006732,0.719483276,0.905963063
Eng,5,0.66762,0.76996,1,8180,0,-0.0092316,5,0.6025,0.67311,1,7684,0,0.23806,5,0.609,0.70035,1,7584,0,0.022651,5,0.799,0.88882,1,9799,0,-0.10087,5,0.0067097,0.70422589,0.897906704
Sdhb,5,0.32686,0.41884,1,4012,0,0.046672,5,0.51058,0.57634,1,6566,1,0.21299,5,0.98013,0.99156,1,12186,0,-0.1119,5,0.44546,0.56769,1,5480,0,-0.033281,5,0.0066955,0.752892682,0.918267397
Slc2a13,5,0.768,0.85256,1,9375,0,-0.022699,5,0.64961,0.72272,1,8251,0,-0.17155,5,0.067226,0.13798,1,1159,1,0.27155,5,0.25993,0.35436,1,3236,1,0.035953,5,0.006627,0.787528079,0.930941219
Acy3,5,0.13349,0.18135,1,1704,1,0.016974,5,0.87992,0.92192,1,11258,0,-0.003742,5,0.86226,0.91568,1,10675,0,-0.18162,5,0.2446,0.33134,1,3061,1,0.11059,5,0.006616,0.905365675,0.971754781
Zfp108,5,0.9466,0.97641,1,11581,0,-0.33303,5,0.17235,0.32941,1,3472,1,0.021394,5,0.48492,0.59098,1,6070,0,-0.0081842,5,0.3204,0.42851,1,3966,0,0.14037,5,0.0066049,0.859500929,0.957072874
Slc7a7,5,0.34093,0.43461,1,4185,0,0.13725,5,0.092486,0.20236,1,2091,2,-0.089817,5,0.411,0.50721,1,5131,0,-0.070298,5,0.53028,0.65723,1,6546,0,0.08342,5,0.006561,0.837670034,0.946879257
Pfkfb3,5,0.59731,0.70172,1,7336,0,0.10505,5,0.66156,0.73335,1,8410,0,0.099273,5,0.7913,0.85647,1,9798,0,-0.086289,5,0.35648,0.46686,1,4394,0,-0.092709,5,0.006492,0.922424126,0.975954262
Eif4h,5,0.60239,0.70675,1,7410,0,-0.12323,5,0.52225,0.58886,1,6707,1,0.094473,5,0.56743,0.66489,1,7070,0,-0.081511,5,0.60106,0.72435,1,7419,0,0.17179,5,0.006481,0.828281688,0.94562577
Slc22a18,5,0.31358,0.40415,1,3842,0,0.043788,5,0.13906,0.2732,1,2903,1,-0.2884,5,0.71165,0.7883,1,8817,0,0.02262,5,0.69102,0.80868,1,8491,0,-0.0097346,5,0.0064427,0.622730335,0.862794741
Keap1,5,0.93155,0.96796,1,11364,0,-0.027948,5,0.79667,0.85366,1,10178,0,0.040818,5,0.57175,0.66931,1,7122,0,-0.11843,5,0.0051848,0.020275,1,184,2,0.3912,5,0.006435,0.648928256,0.875668616
Prps1,5,0.94011,0.97293,1,11491,0,-0.086684,5,0.67112,0.73872,1,8552,0,0.099542,5,0.038319,0.1001,1,890,1,0.1883,5,0.93409,0.97275,1,11495,0,-0.14495,5,0.006429,0.831642887,0.945662531
Ltf,5,0.34243,0.43672,1,4201,0,-0.016265,5,0.1222,0.2477,1,2598,2,0.1463,5,0.62555,0.71338,1,7799,0,-0.016598,5,0.84844,0.92378,1,10399,0,0.029096,5,0.0064155,0.652327686,0.877566111
Dstn,5,0.20379,0.27316,1,2516,1,0.17075,5,0.79102,0.8499,1,10098,0,-0.0048833,5,0.26625,0.356,1,3318,1,0.017663,5,0.20997,0.29156,1,2663,1,-0.10333,5,0.00638985,0.817656778,0.941379915
Dera,5,0.31038,0.40138,1,3803,0,0.011278,5,0.54154,0.60994,1,6934,1,0.0014926,5,0.84675,0.90283,1,10491,0,-0.092233,5,0.40501,0.52259,1,4987,0,0.23004,5,0.0063853,0.699570695,0.89655829
Hbegf,5,0.26451,0.34424,1,3246,0,-0.047323,5,0.67655,0.74269,1,8636,0,0.08061,5,0.013457,0.041361,1,358,1,0.059984,5,0.99839,0.99964,1,12609,0,-0.35159,5,0.0063305,0.707489925,0.900070019
Hacl1,5,0.29052,0.38013,1,3571,0,0.00433,5,0.26609,0.39217,1,4195,1,-0.081643,5,0.73491,0.80845,1,9118,0,0.0082536,5,0.29469,0.39558,1,3654,1,0.095449,5,0.0062918,0.957541564,0.985998666
